"","CASE..","RIDESHARE","DATE","YEAR","MONTH","DAY","OFFENSE","ADDRESS","ZIP","ARREST"
"206","2015-120100  ","HERE",2015-01-12,2015,"Jan",12,"DWI .15 BAC OR ABOVE  ","1100 BLOCK AIRPORT BLVD  ","78702","Yes"
"207","2015-120101  ","HERE",2015-01-12,2015,"Jan",12,"DWI  ","400 SAN JACINTO BLVD  ","78701","Yes"
"208","2015-120124  ","HERE",2015-01-12,2015,"Jan",12,"DWI  ","2200 E BEN WHITE BLVD WB  ","78744","Yes"
"209","2015-120146  ","HERE",2015-01-12,2015,"Jan",12,"DWI  ","2600 GUADALUPE ST  ","78705","Yes"
"210","2015-120156  ","HERE",2015-01-12,2015,"Jan",12,"DWI  ","5600 PENICK DR  ","78741","Yes"
"211","2015-121661  ","HERE",2015-01-12,2015,"Jan",12,"DWI 2ND  ","E 12TH ST at SPRINGDALE RD  ","78721","Yes"
"212","2015-121711  ","HERE",2015-01-12,2015,"Jan",12,"DWI 2ND  ","CORONA DR at BERKMAN DR  ","78723","Yes"
"213","2015-121751  ","HERE",2015-01-12,2015,"Jan",12,"DWI  ","3200 BLOCK S CAPITAL OF TEXAS HWY NB  ","78746","Yes"
"214","2015-121761  ","HERE",2015-01-12,2015,"Jan",12,"DWI  ","1320 E OLTORF ST  ","78704","Yes"
"215","2015-130022  ","HERE",2015-01-13,2015,"Jan",13,"DWI 2ND  ","14000 N IH 35  ","N/A  ","Yes"
"216","2015-130027  ","HERE",2015-01-13,2015,"Jan",13,"DWI  ","DOMAIN DR at ESPERANZA XING  ","78758","Yes"
"217","2015-130061  ","HERE",2015-01-13,2015,"Jan",13,"DWI  ","9601 I-35 N  ","78753","Yes"
"218","2015-130097  ","HERE",2015-01-13,2015,"Jan",13,"DWI 2ND  ","201 W BEN WHITE BLVD SVRD EB  ","78745","Yes"
"219","2015-130109  ","HERE",2015-01-13,2015,"Jan",13,"DWI  ","9600 ANDERSON MILL RD  ","78750","Yes"
"220","2015-130157  ","HERE",2015-01-13,2015,"Jan",13,"DWI  ","4400 N LAMAR BLVD  ","78756","Yes"
"221","2015-130165  ","HERE",2015-01-13,2015,"Jan",13,"DWI .15 BAC OR ABOVE  ","800 E KOENIG LN SVRD EB  ","78751","Yes"
"222","2015-130165  ","HERE",2015-01-13,2015,"Jan",13,"DWI 2ND  ","800 E KOENIG LN SVRD EB  ","78751","Yes"
"223","2015-130192  ","HERE",2015-01-13,2015,"Jan",13,"DWI  ","4400 N LAMAR BLVD  ","78756","Yes"
"224","2015-130737  ","HERE",2015-01-13,2015,"Jan",13,"DWI - DRUG RECOGNITION EXPERT  ","711 W 38TH ST  ","78705","Yes"
"225","2015-131570  ","HERE",2015-01-13,2015,"Jan",13,"DWI  ","13700 BLOCK I-35 N  ","78728","Yes"
"226","2015-131605  ","HERE",2015-01-13,2015,"Jan",13,"DWI  ","300 W POWELL LN  ","78753","Yes"
"227","2015-131709  ","HERE",2015-01-13,2015,"Jan",13,"DWI  ","1941 WEBBERVILLE RD  ","78721","Yes"
"228","2015-140004  ","HERE",2015-01-14,2015,"Jan",14,"DWI 2ND  ","2700 S LAMAR BLVD  ","78704","Yes"
"229","2015-141789  ","HERE",2015-01-14,2015,"Jan",14,"DWI  ","600 BLOCK SAN JACINTO BLVD  ","78701","Yes"
"230","2015-141610  ","HERE",2015-01-14,2015,"Jan",14,"DWI - DRUG RECOGNITION EXPERT  ","3600 W WILLIAM CANNON DR  ","78749","No"
"231","2015-141666  ","HERE",2015-01-15,2015,"Jan",15,"DWI  ","400 CONGRESS AVE  ","78701","Yes"
"232","2015-141802  ","HERE",2015-01-15,2015,"Jan",15,"DWI - DRUG RECOGNITION EXPERT  ","12309 ALAMEDA TRACE CIR  ","78727","Yes"
"233","2015-150041  ","HERE",2015-01-15,2015,"Jan",15,"DWI  ","3300 S 1ST ST  ","78704","Yes"
"234","2015-150050  ","HERE",2015-01-15,2015,"Jan",15,"DWI  ","2103 WHELESS LN  ","78723","Yes"
"235","2015-150071  ","HERE",2015-01-15,2015,"Jan",15,"DWI  ","9300 S IH 35  ","N/A  ","Yes"
"236","2015-150132  ","HERE",2015-01-15,2015,"Jan",15,"DWI  ","4405 E RIVERSIDE DR  ","78741","Yes"
"237","2015-150146  ","HERE",2015-01-15,2015,"Jan",15,"DWI  ","100 BLOCK W SLAUGHTER LN  ","78744","Yes"
"238","2015-150187  ","HERE",2015-01-15,2015,"Jan",15,"DWI 2ND  ","1700 CLOVERLEAF DR  ","78723","Yes"
"239","2015-151484  ","HERE",2015-01-15,2015,"Jan",15,"DWI 2ND  ","6711 I-35 N  ","78752","Yes"
"240","2015-151652  ","HERE",2015-01-15,2015,"Jan",15,"DWI  ","2600 E 7TH ST  ","78702","Yes"
"241","2015-151686  ","HERE",2015-01-15,2015,"Jan",15,"DWI  ","7600 S MOPAC EXPWY SB  ","N/A  ","Yes"
"242","2015-151782  ","HERE",2015-01-15,2015,"Jan",15,"DWI  ","600 BLK WINSLO  ","N/A  ","Yes"
"243","2015-151855  ","HERE",2015-01-15,2015,"Jan",15,"DWI  ","14100 BLOCK AVERY RANCH BLVD  ","78717","Yes"
"244","2015-151864  ","HERE",2015-01-15,2015,"Jan",15,"DWI  ","1430 FRONTIER VALLEY DR  ","78741","Yes"
"245","2015-151891  ","HERE",2015-01-15,2015,"Jan",15,"DWI  ","600 WINFLO DR  ","78703","Yes"
"246","2015-151897  ","HERE",2015-01-15,2015,"Jan",15,"DWI  ","2200 WESTOVER RD  ","78703","Yes"
"247","2015-151901  ","HERE",2015-01-15,2015,"Jan",15,"DWI 2ND  ","12200 BLOCK N MOPAC EXPY NB  ","78758","Yes"
"248","2015-160014  ","HERE",2015-01-16,2015,"Jan",16,"DWI 2ND  ","FREIDRICH LN at E ST ELMO RD  ","78744","Yes"
"249","2015-160028  ","HERE",2015-01-16,2015,"Jan",16,"DWI  ","1100 W 5TH ST  ","78703","Yes"
"250","2015-160038  ","HERE",2015-01-16,2015,"Jan",16,"DWI  ","S US 183 HWY NB at E RIVERSIDE DR  ","78719","Yes"
"251","2015-160042  ","HERE",2015-01-16,2015,"Jan",16,"DWI  ","ALICE MAE LN at TAFT LN  ","78748","Yes"
"252","2015-160121  ","HERE",2015-01-16,2015,"Jan",16,"DWI  ","300 BLOCK LAVACA ST  ","78701","Yes"
"253","2015-160129  ","HERE",2015-01-16,2015,"Jan",16,"DWI 2ND  ","800 S MOPAC EXPY SVRD SB  ","78746","Yes"
"254","2015-160137  ","HERE",2015-01-16,2015,"Jan",16,"DWI  ","4000 BLOCK S IH 35 SB  ","78704","Yes"
"255","2015-160167  ","HERE",2015-01-16,2015,"Jan",16,"DWI  ","2700 E 7TH ST  ","78702","Yes"
"256","2015-160168  ","HERE",2015-01-16,2015,"Jan",16,"DWI  ","100 BLOCK S IH 35 NB  ","78741","Yes"
"257","2015-160185  ","HERE",2015-01-16,2015,"Jan",16,"DWI  ","400 W 15TH ST  ","78701","Yes"
"258","2015-160194  ","HERE",2015-01-16,2015,"Jan",16,"DWI  ","N LAMAR BLVD at MORROW ST  ","78752","Yes"
"259","2015-160241  ","HERE",2015-01-16,2015,"Jan",16,"DWI  ","S CONGRESS AVE at E BEN WHITE BLVD SVRD WB  ","78704","Yes"
"260","2015-160320  ","HERE",2015-01-16,2015,"Jan",16,"DWI 2ND  ","1300 W 29TH ST  ","78703","Yes"
"261","2015-160915  ","HERE",2015-01-16,2015,"Jan",16,"DWI 2ND  ","13355 N US 183 HWY NB  ","78729","Yes"
"262","2015-161444  ","HERE",2015-01-16,2015,"Jan",16,"DWI  ","2302 DOVE SPRINGS DR  ","78744","Yes"
"263","2015-161738  ","HERE",2015-01-16,2015,"Jan",16,"DWI  ","5300 BLOCK S PLEASANT VALLEY RD  ","78744","Yes"
"264","2015-161751  ","HERE",2015-01-16,2015,"Jan",16,"DWI  ","11900 STONEHOLLOW DR  ","78758","Yes"
"265","2015-161779  ","HERE",2015-01-16,2015,"Jan",16,"DWI  ","201 W BEN WHITE BLVD SVRD EB  ","78745","Yes"
"266","2015-161863  ","HERE",2015-01-16,2015,"Jan",16,"DWI - DRUG RECOGNITION EXPERT  ","6201 THURGOOD AVE  ","78721","Yes"
"267","2015-162014  ","HERE",2015-01-16,2015,"Jan",16,"DWI  ","2100 N MOPAC EXPY SB  ","78703","Yes"
"268","2015-162053  ","HERE",2015-01-16,2015,"Jan",16,"DWI - DRUG RECOGNITION EXPERT  ","1500 CROSSING PL  ","78741","Yes"
"269","2015-162093  ","HERE",2015-01-16,2015,"Jan",16,"DWI 2ND  ","13900 N US HWY SVRD N/B  ","N/A  ","Yes"
"270","2015-162122  ","HERE",2015-01-16,2015,"Jan",16,"DWI  ","5400 BLOCK PURPLE SAGE DR  ","78724","Yes"
"271","2015-162138  ","HERE",2015-01-16,2015,"Jan",16,"DWI .15 BAC OR ABOVE  ","8700 BLOCK S IH 35 NB  ","78744","Yes"
"272","2015-162043  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","E HOWARD LN at DESSAU RD  ","78660","Yes"
"273","2015-162154  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","111 W WILLIAM CANNON DR  ","78745","Yes"
"274","2015-170055  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","100 BLOCK S LAMAR BLVD  ","78704","Yes"
"275","2015-170065  ","HERE",2015-01-17,2015,"Jan",17,"DWI 2ND  ","9400 MOUNTAIN QUAIL RD  ","78758","Yes"
"276","2015-170111  ","HERE",2015-01-17,2015,"Jan",17,"DWI 2ND  ","4307 ACROPOLIS CT  ","78759","Yes"
"277","2015-170151  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","400 MONTOPOLIS DR  ","78741","Yes"
"278","2015-170177  ","HERE",2015-01-17,2015,"Jan",17,"DWI 2ND  ","1400 W CESAR CHAVEZ ST  ","78703","Yes"
"279","2015-170187  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","300 W POWELL LN  ","78753","Yes"
"280","2015-170193  ","HERE",2015-01-17,2015,"Jan",17,"DWI 2ND  ","900 S CONGRESS AVE  ","78704","Yes"
"281","2015-170203  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","2800 S IH 35 SB  ","78704","Yes"
"282","2015-170222  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","600 WINFLO DR  ","78703","Yes"
"283","2015-170280  ","HERE",2015-01-17,2015,"Jan",17,"DWI .15 BAC OR ABOVE  ","717 E 7TH ST  ","78701","Yes"
"284","2015-170282  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","2800 N MOPAC EXPY NB  ","78703","Yes"
"285","2015-170294  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","4207 JAMES CASEY ST  ","78745","Yes"
"286","2015-170300  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","9500 N LAMAR BLVD  ","78758","Yes"
"287","2015-170301  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","5300 N MOPAC EXPY NB  ","78731","Yes"
"288","2015-170391  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","2100 WICKERSHAM LN  ","78741","Yes"
"289","2015-171167  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","7902 SEMINARY RIDGE DR  ","78745","Yes"
"290","2015-171245  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","12600 BLOCK I-35 N  ","78753","Yes"
"291","2015-171245  ","HERE",2015-01-17,2015,"Jan",17,"DWI 2ND  ","12600 BLOCK I-35 N  ","78753","Yes"
"292","2015-171796  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","900 BLOCK GUNTER ST  ","78702","Yes"
"293","2015-171867  ","HERE",2015-01-17,2015,"Jan",17,"DWI 2ND  ","825 E RUNDBERG LN  ","78753","Yes"
"294","2015-171896  ","HERE",2015-01-17,2015,"Jan",17,"DWI .15 BAC OR ABOVE  ","9600 BLOCK FM 2222 RD  ","78750","Yes"
"295","2015-171897  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","2508 E RIVERSIDE DR  ","78741","Yes"
"296","2015-171899  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","1100 BLOCK TINNIN FORD RD  ","78741","Yes"
"297","2015-171916  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","8300 BEAVER BROOK LN  ","78748","Yes"
"298","2015-180254  ","HERE",2015-01-17,2015,"Jan",17,"DWI  ","10024 N CAPITAL OF TEXAS HWY SB  ","78759","Yes"
"299","2015-180254  ","HERE",2015-01-17,2015,"Jan",17,"DWI - DRUG RECOGNITION EXPERT  ","10024 N CAPITAL OF TEXAS HWY SB  ","78759","Yes"
"300","2015-171832  ","HERE",2015-01-18,2015,"Jan",18,"DWI 2ND  ","8900 N LAMAR BLVD  ","78758","Yes"
"301","2015-180013  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","1100 W 6TH ST  ","78703","Yes"
"302","2015-180021  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","800 W 6TH ST  ","78701","Yes"
"303","2015-180054  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","4500 SPEEDWAY  ","78751","Yes"
"304","2015-180128  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","900 BLOCK W 6TH ST  ","78703","Yes"
"305","2015-180258  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","13600 N US 183 HWY NB  ","78729","Yes"
"306","2015-180277  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","100 BLOCK CHALMERS AVE  ","78702","Yes"
"307","2015-180354  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","8105 RESEARCH BLVD SVRD NB  ","78758","Yes"
"308","2015-180373  ","HERE",2015-01-18,2015,"Jan",18,"DWI 2ND  ","MC KINNEY FALLS PKWY at BURLESON RD  ","78744","Yes"
"309","2015-180389  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","5600 BLOCK E RIVERSIDE DR  ","78741","Yes"
"310","2015-180389  ","HERE",2015-01-18,2015,"Jan",18,"DWI .15 BAC OR ABOVE  ","5600 BLOCK E RIVERSIDE DR  ","78741","Yes"
"311","2015-180392  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","9518 QUAIL VILLAGE LN  ","78758","Yes"
"312","2015-180398  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","2400 W BRAKER LN  ","78758","Yes"
"313","2015-180415  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","N MOPAC EXPY SVRD SB at NORTHLAND DR  ","78731","Yes"
"314","2015-180790  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","13740 N US 183 HWY SVRD SB  ","78750","Yes"
"315","2015-181302  ","HERE",2015-01-18,2015,"Jan",18,"DWI 2ND  ","400 W 5TH ST  ","78701","Yes"
"316","2015-181302  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","400 W 5TH ST  ","78701","Yes"
"317","2015-181363  ","HERE",2015-01-18,2015,"Jan",18,"DWI .15 BAC OR ABOVE  ","12900 BLOCK DESSAU RD  ","78754","Yes"
"318","2015-181430  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","W 6TH ST AND RIO GRANDE ST  ","N/A  ","Yes"
"319","2015-181503  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","4001 W WILLIAM CANNON DR  ","78749","Yes"
"320","2015-181506  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","E ANDERSON LN SVRD WB at NORWOOD PARK BLVD  ","78753","Yes"
"321","2015-181589  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","800 W 6TH ST  ","78701","Yes"
"322","2015-181623  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","1200 W 6TH ST  ","78703","Yes"
"323","2015-181678  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","E 7TH ST at TRINITY ST  ","78701","Yes"
"324","2015-181688  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","600 E BEN WHITE BLVD WB  ","78704","Yes"
"325","2015-181705  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","1500 BLOCK E 6TH ST  ","78702","Yes"
"326","2015-181707  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","800 BLOCK S MOPAC EXPY SVRD SB  ","78746","Yes"
"327","2015-181712  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","500 GUADALUPE ST  ","78701","Yes"
"328","2015-181723  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","2020 E RIVERSIDE DR  ","78741","Yes"
"329","2015-181754  ","HERE",2015-01-18,2015,"Jan",18,"DWI  ","600 BLOCK SAN JACINTO BLVD  ","78701","Yes"
"330","2015-190006  ","HERE",2015-01-19,2015,"Jan",19,"DWI .15 BAC OR ABOVE  ","ANDERSON MILL RD at N US 183 HWY SVRD SB  ","78750","Yes"
"331","2015-190042  ","HERE",2015-01-19,2015,"Jan",19,"DWI  ","W 4TH ST at NUECES ST  ","78701","Yes"
"332","2015-190060  ","HERE",2015-01-19,2015,"Jan",19,"DWI  ","1400 W 6TH ST  ","78703","Yes"
"333","2015-190084  ","HERE",2015-01-19,2015,"Jan",19,"DWI  ","W 8TH ST at GUADALUPE ST  ","78701","Yes"
"334","2015-190138  ","HERE",2015-01-19,2015,"Jan",19,"DWI  ","10101 W PARMER LN  ","78717","Yes"
"335","2015-190171  ","HERE",2015-01-19,2015,"Jan",19,"DWI  ","7600 BLOCK N LAMAR BLVD NB  ","78757","Yes"
"336","2015-190182  ","HERE",2015-01-19,2015,"Jan",19,"DWI  ","5020 MANOR RD  ","78723","Yes"
"337","2015-190248  ","HERE",2015-01-19,2015,"Jan",19,"DWI  ","824 N MEADOWS DR  ","78758","Yes"
"338","2015-190261  ","HERE",2015-01-19,2015,"Jan",19,"DWI  ","2300 ROSEWOOD AVE  ","78702","Yes"
"339","2015-191188  ","HERE",2015-01-19,2015,"Jan",19,"DWI  ","E 7TH ST at N PLEASANT VALLEY RD  ","78702","Yes"
"340","2015-191721  ","HERE",2015-01-19,2015,"Jan",19,"DWI  ","800 BLOCK W 6TH ST  ","78701","Yes"
"341","2015-191750  ","HERE",2015-01-19,2015,"Jan",19,"DWI 2ND  ","SALT SPRINGS DR at ORLEANS DR  ","78744","Yes"
"342","2015-200031  ","HERE",2015-01-20,2015,"Jan",20,"DWI  ","1205 LARKSPUR RD  ","78758","Yes"
"343","2015-200035  ","HERE",2015-01-20,2015,"Jan",20,"DWI  ","400 SAN JACINTO BLVD  ","78701","Yes"
"344","2015-200049  ","HERE",2015-01-20,2015,"Jan",20,"DWI  ","1200 W 6TH ST  ","78703","Yes"
"345","2015-200052  ","HERE",2015-01-20,2015,"Jan",20,"DWI  ","1100 ROSEWOOD  ","N/A  ","Yes"
"346","2015-200101  ","HERE",2015-01-20,2015,"Jan",20,"DWI .15 BAC OR ABOVE  ","8500 SPICEWOOD SPRINGS RD  ","78759","Yes"
"347","2015-200125  ","HERE",2015-01-20,2015,"Jan",20,"DWI  ","8500 SPICEWOOD SPRINGS RD  ","78759","Yes"
"348","2015-200170  ","HERE",2015-01-20,2015,"Jan",20,"DWI - DRUG RECOGNITION EXPERT  ","1213 QUAIL PARK DR  ","78758","Yes"
"349","2015-200170  ","HERE",2015-01-20,2015,"Jan",20,"DWI  ","1213 QUAIL PARK DR  ","78758","Yes"
"350","2015-201213  ","HERE",2015-01-20,2015,"Jan",20,"DWI  ","5329 KING HENRY DR  ","78724","Yes"
"351","2015-201504  ","HERE",2015-01-20,2015,"Jan",20,"DWI  ","W SLAUGHTER LN/S 1ST LN  ","N/A  ","Yes"
"352","2015-201610  ","HERE",2015-01-20,2015,"Jan",20,"DWI .15 BAC OR ABOVE  ","8200 BLOCK GREENSLOPE DR  ","78759","Yes"
"353","2015-201643  ","HERE",2015-01-20,2015,"Jan",20,"DWI - DRUG RECOGNITION EXPERT  ","3500 DARBY ST  ","78721","Yes"
"354","2015-201643  ","HERE",2015-01-20,2015,"Jan",20,"DWI  ","3500 DARBY ST  ","78721","Yes"
"355","2015-201798  ","HERE",2015-01-20,2015,"Jan",20,"DWI 2ND  ","927 REINLI ST  ","78751","Yes"
"356","2015-201821  ","HERE",2015-01-20,2015,"Jan",20,"DWI  ","14000 AVERY RANCH BLVD  ","78717","Yes"
"357","2015-201924  ","HERE",2015-01-20,2015,"Jan",20,"DWI  ","1200 W 6TH ST  ","78703","Yes"
"358","2015-201970  ","HERE",2015-01-20,2015,"Jan",20,"DWI  ","6503 S IH 35 SVRD NB  ","78744","Yes"
"359","2015-202001  ","HERE",2015-01-20,2015,"Jan",20,"DWI  ","700 SPRINGDALE RD  ","78702","Yes"
"360","2015-210116  ","HERE",2015-01-21,2015,"Jan",21,"DWI - DRUG RECOGNITION EXPERT  ","4500 E RIVERSIDE DR  ","78741","Yes"
"361","2015-210140  ","HERE",2015-01-21,2015,"Jan",21,"DWI  ","3501 I-35 N  ","78705","Yes"
"362","2015-210143  ","HERE",2015-01-21,2015,"Jan",21,"DWI  ","1200 W 6TH ST  ","78703","Yes"
"363","2015-211556  ","HERE",2015-01-21,2015,"Jan",21,"DWI .15 BAC OR ABOVE  ","3900 BLOCK S CONGRESS AVE  ","78704","Yes"
"364","2015-211741  ","HERE",2015-01-21,2015,"Jan",21,"DWI  ","1000 W 6TH ST  ","78703","Yes"
"365","2015-220013  ","HERE",2015-01-22,2015,"Jan",22,"DWI  ","800 S MOPAC EXPY SVRD SB  ","78746","Yes"
"366","2015-220039  ","HERE",2015-01-22,2015,"Jan",22,"DWI  ","9300 BLOCK SLAYTON DR  ","78753","Yes"
"367","2015-220040  ","HERE",2015-01-22,2015,"Jan",22,"DWI  ","1000 W 6TH ST  ","78703","Yes"
"368","2015-220052  ","HERE",2015-01-22,2015,"Jan",22,"DWI  ","3000 S 1ST ST  ","78704","Yes"
"369","2015-220076  ","HERE",2015-01-22,2015,"Jan",22,"DWI .15 BAC OR ABOVE  ","900 W PARMER LN  ","78753","Yes"
"370","2015-220087  ","HERE",2015-01-22,2015,"Jan",22,"DWI .15 BAC OR ABOVE  ","800 W 6TH ST  ","78701","Yes"
"371","2015-220093  ","HERE",2015-01-22,2015,"Jan",22,"DWI  ","1500 W 6TH ST  ","78703","Yes"
"372","2015-220101  ","HERE",2015-01-22,2015,"Jan",22,"DWI  ","200 BLOCK W BEN WHITE BLVD SVRD WB  ","78704","Yes"
"373","2015-220102  ","HERE",2015-01-22,2015,"Jan",22,"DWI  ","2400 BLOCK S LAMAR BLVD  ","78704","Yes"
"374","2015-220108  ","HERE",2015-01-22,2015,"Jan",22,"DWI  ","1901 I-35 N  ","78705","Yes"
"375","2015-220119  ","HERE",2015-01-22,2015,"Jan",22,"DWI  ","2400 BLOCK S IH 35 NB  ","78741","Yes"
"376","2015-220134  ","HERE",2015-01-22,2015,"Jan",22,"DWI  ","7900 BLOCK CAMERON RD  ","78753","Yes"
"377","2015-221399  ","HERE",2015-01-22,2015,"Jan",22,"DWI 2ND  ","4716 DUVAL RD  ","78727","Yes"
"378","2015-221440  ","HERE",2015-01-22,2015,"Jan",22,"DWI  ","7610 CAMERON RD  ","78752","Yes"
"379","2015-221489  ","HERE",2015-01-22,2015,"Jan",22,"DWI  ","2800 NORTH SHIELDS DR  ","78727","Yes"
"380","2015-221545  ","HERE",2015-01-22,2015,"Jan",22,"DWI  ","1650 W CESAR CHAVEZ ST  ","78703","Yes"
"381","2015-221687  ","HERE",2015-01-22,2015,"Jan",22,"DWI  ","1700 BLOCK W CESAR CHAVEZ ST  ","78703","Yes"
"382","2015-230033  ","HERE",2015-01-23,2015,"Jan",23,"DWI .15 BAC OR ABOVE  ","400 ATLANTA ST  ","78703","Yes"
"383","2015-230041  ","HERE",2015-01-23,2015,"Jan",23,"DWI .15 BAC OR ABOVE  ","2111 S CONGRESS AVE  ","78704","Yes"
"384","2015-230058  ","HERE",2015-01-23,2015,"Jan",23,"DWI  ","8700 RESEARCH BLVD SVRD SB  ","78757","Yes"
"385","2015-230073  ","HERE",2015-01-23,2015,"Jan",23,"DWI  ","800 BLOCK W 6TH ST  ","78701","Yes"
"386","2015-230078  ","HERE",2015-01-23,2015,"Jan",23,"DWI 2ND  ","700 BLOCK E 7TH ST  ","78701","Yes"
"387","2015-230114  ","HERE",2015-01-23,2015,"Jan",23,"DWI  ","3700 BLOCK S IH 35 SVRD NB  ","78741","Yes"
"388","2015-230120  ","HERE",2015-01-23,2015,"Jan",23,"DWI - DRUG RECOGNITION EXPERT  ","1704 LIGHTSEY RD  ","78704","Yes"
"389","2015-230126  ","HERE",2015-01-23,2015,"Jan",23,"DWI  ","5000 S IH 35 SVRD NB  ","78744","Yes"
"390","2015-230137  ","HERE",2015-01-23,2015,"Jan",23,"DWI .15 BAC OR ABOVE  ","100 B R REYNOLDS DR  ","78703","Yes"
"391","2015-230144  ","HERE",2015-01-23,2015,"Jan",23,"DWI  ","11300 N IH 35 SVRD S/B  ","N/A  ","Yes"
"392","2015-230165  ","HERE",2015-01-23,2015,"Jan",23,"DWI  ","4100 E SH 71 WB  ","78617","Yes"
"393","2015-230169  ","HERE",2015-01-23,2015,"Jan",23,"DWI .15 BAC OR ABOVE  ","6501 I-35 N  ","78752","Yes"
"394","2015-230187  ","HERE",2015-01-23,2015,"Jan",23,"DWI 2ND  ","3000 BLOCK NORTHLAND DR  ","78757","Yes"
"395","2015-230189  ","HERE",2015-01-23,2015,"Jan",23,"DWI  ","5200 TWO IRON ST  ","78744","Yes"
"396","2015-230194  ","HERE",2015-01-23,2015,"Jan",23,"DWI  ","5100 BLOCK E BEN WHITE BLVD SVRD WB  ","78741","Yes"
"397","2015-231323  ","HERE",2015-01-23,2015,"Jan",23,"DWI 2ND  ","1502 W KOENIG LN  ","78757","Yes"
"398","2015-231484  ","HERE",2015-01-23,2015,"Jan",23,"DWI .15 BAC OR ABOVE  ","7100 BLOCK ED BLUESTEIN BLVD NB  ","78724","Yes"
"399","2015-231516  ","HERE",2015-01-23,2015,"Jan",23,"DWI  ","900 BLOCK N LAMAR BLVD  ","78703","Yes"
"400","2015-231558  ","HERE",2015-01-23,2015,"Jan",23,"DWI  ","TARA DR at SALT SPRINGS DR  ","78747","Yes"
"401","2015-231601  ","HERE",2015-01-23,2015,"Jan",23,"DWI  ","W SLAUGHTER LN at S 1ST ST  ","78748","Yes"
"402","2015-231667  ","HERE",2015-01-23,2015,"Jan",23,"DWI .15 BAC OR ABOVE  ","I-35 N at E 4TH ST  ","78701","Yes"
"403","2015-231673  ","HERE",2015-01-23,2015,"Jan",23,"DWI .15 BAC OR ABOVE  ","E 7TH ST at ROBERT T MARTINEZ JR ST  ","78702","Yes"
"404","2015-231715  ","HERE",2015-01-23,2015,"Jan",23,"DWI  ","5500 BLOCK S CONGRESS AVE  ","78745","Yes"
"405","2015-231716  ","HERE",2015-01-23,2015,"Jan",23,"DWI  ","12113 MILLWRIGHT PKWY  ","78750","Yes"
"406","2015-231735  ","HERE",2015-01-23,2015,"Jan",23,"DWI  ","2400 LAKE AUSTIN BLVD  ","78703","Yes"
"407","2015-231805  ","HERE",2015-01-23,2015,"Jan",23,"DWI 2ND  ","E RIVERSIDE DR at GROVE BLVD  ","78741","Yes"
"408","2015-231632  ","HERE",2015-01-24,2015,"Jan",24,"DWI .15 BAC OR ABOVE  ","7400 ED BLUESTEIN BLVD NB  ","78724","Yes"
